Region;Country;Latitude;Longitude;Date;Confirmed;Deaths
;Papua New Guinea;-6.315;143.9555;3/1/20;0;0
;Eswatini;-26.5225;31.4659;1/28/20;0;0
;Cabo Verde;16.5388;-23.0418;4/8/20;7;1
;Zimbabwe;-20;30;3/1/20;0;0
;Vietnam;16;108;2/26/20;16;0
;Congo (Kinshasa);-4.0383;21.7587;3/1/20;0;0
;Liberia;6.4281;-9.4295;3/3/20;0;0
Western Australia;Australia;-31.9505;115.8605;3/26/20;231;0
;Mali;17.570692;-3.996166;2/14/20;0;0
;Barbados;13.1939;-59.5432;3/24/20;18;0
;Lithuania;55.1694;23.8813;3/1/20;1;0
;Turkey;38.9637;35.2433;2/25/20;0;0
;Tanzania;-6.369;34.8888;3/17/20;1;0
;Trinidad and Tobago;10.6918;-61.2225;3/6/20;0;0
;Kosovo;42.602636;20.902977;3/3/20;0;0
Yukon;Canada;64.2823;-135;3/18/20;0;0
;Timor-Leste;-8.874217;125.727539;3/10/20;0;0
;Serbia;44.0165;21.0059;3/28/20;659;10
;Indonesia;-0.7893;113.9213;4/4/20;2092;191
;Guatemala;15.7835;-90.2308;2/18/20;0;0
Yukon;Canada;64.2823;-135;2/3/20;0;0
;Maldives;3.2028;73.2207;2/18/20;0;0
;Nicaragua;12.8654;-85.2072;3/11/20;0;0
;Ukraine;48.3794;31.1656;2/22/20;0;0
;Lebanon;33.8547;35.8623;1/25/20;0;0
;Peru;-9.19;-75.0152;2/3/20;0;0
;Guatemala;15.7835;-90.2308;3/2/20;0;0
;Bulgaria;42.7339;25.4858;1/29/20;0;0
;Mexico;23.6345;-102.5528;3/27/20;585;8
;Paraguay;-23.4425;-58.4438;2/11/20;0;0
;Bulgaria;42.7339;25.4858;1/30/20;0;0
;South Africa;-30.5595;22.9375;3/3/20;0;0
;Kyrgyzstan;41.2044;74.7661;2/1/20;0;0
;Ukraine;48.3794;31.1656;2/10/20;0;0
;Argentina;-38.4161;-63.6167;3/23/20;301;4
;Iran;32;53;1/26/20;0;0
;Eswatini;-26.5225;31.4659;3/24/20;4;0
;Georgia;42.3154;43.3569;3/18/20;38;0
;Niger;17.6078;8.0817;3/13/20;0;0
;Timor-Leste;-8.874217;125.727539;3/22/20;1;0
;Uzbekistan;41.3775;64.5853;2/21/20;0;0
;Ghana;7.9465;-1.0232;3/5/20;0;0
;Nicaragua;12.8654;-85.2072;2/23/20;0;0
;Mexico;23.6345;-102.5528;2/27/20;0;0
;Timor-Leste;-8.874217;125.727539;2/22/20;0;0
;Cuba;22;-80;1/24/20;0;0
;Cyprus;35.1264;33.4299;3/1/20;0;0
;Eswatini;-26.5225;31.4659;3/12/20;0;0
;Iceland;64.9631;-19.0208;3/7/20;50;0
;Serbia;44.0165;21.0059;3/16/20;55;0
;Mauritania;21.0079;10.9408;2/7/20;0;0
;Netherlands;52.1326;5.2913;2/6/20;0;0
;Argentina;-38.4161;-63.6167;3/11/20;19;1
;Sweden;63;16;2/8/20;1;0
;Niger;17.6078;8.0817;3/25/20;7;1
;Spain;40;-4;3/21/20;25374;1375
;Brazil;-14.235;-51.9253;4/7/20;14034;686
;Nicaragua;12.8654;-85.2072;3/23/20;2;0
;Saint Kitts and Nevis;17.357822;-62.782998;2/6/20;0;0
;Mexico;23.6345;-102.5528;3/15/20;41;0
;Niger;17.6078;8.0817;2/25/20;0;0
;Georgia;42.3154;43.3569;2/18/20;0;0
;Argentina;-38.4161;-63.6167;2/23/20;0;0
;Spain;40;-4;2/21/20;2;0
;Lebanon;33.8547;35.8623;2/13/20;0;0
;Paraguay;-23.4425;-58.4438;2/23/20;0;0
;Djibouti;11.8251;42.5903;2/22/20;0;0
;Guinea-Bissau;11.8037;-15.1804;3/13/20;0;0
;Zambia;-15.4167;28.2833;2/6/20;0;0
;Ethiopia;9.145;40.4897;3/19/20;6;0
;Nepal;28.1667;84.25;3/11/20;1;0
;Jamaica;18.1096;-77.2975;3/24/20;21;1
;Norway;60.472;8.4689;4/6/20;5865;76
;Cameroon;3.848;11.5021;4/8/20;730;10
;Singapore;1.2833;103.8333;2/26/20;93;0
;Somalia;5.1521;46.1996;3/20/20;1;0
;Mexico;23.6345;-102.5528;2/15/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;2/12/20;0;0
;Fiji;-17.7134;178.065;3/18/20;0;0
;Nepal;28.1667;84.25;2/23/20;1;0
;Bulgaria;42.7339;25.4858;2/29/20;0;0
;Lebanon;33.8547;35.8623;2/25/20;1;0
;Antigua and Barbuda;17.0608;-61.7964;2/10/20;0;0
;Malta;35.9375;14.3754;2/9/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;1/24/20;0;0
;Ecuador;-1.8312;-78.1834;3/8/20;14;0
;Sierra Leone;8.460555;-11.779889;2/18/20;0;0
;Morocco;31.7917;-7.0926;3/14/20;17;1
;Barbados;13.1939;-59.5432;2/9/20;0;0
;Ethiopia;9.145;40.4897;3/20/20;9;0
;Jordan;31.24;36.51;2/15/20;0;0
;MS Zaandam;0;0;2/6/20;0;0
;Niger;17.6078;8.0817;2/13/20;0;0
;Seychelles;-4.6796;55.492;1/23/20;0;0
;Jordan;31.24;36.51;2/8/20;0;0
;Singapore;1.2833;103.8333;2/14/20;67;0
;US;37.0902;-95.7129;2/9/20;11;0
;Jamaica;18.1096;-77.2975;3/12/20;2;0
;Jordan;31.24;36.51;2/27/20;0;0
;Venezuela;6.4238;-66.5897;3/25/20;91;0
Western Australia;Australia;-31.9505;115.8605;2/2/20;0;0
;Mongolia;46.8625;103.8467;1/26/20;0;0
;Nepal;28.1667;84.25;2/11/20;1;0
;Kyrgyzstan;41.2044;74.7661;1/22/20;0;0
;Bahamas;25.0343;-77.3963;3/1/20;0;0
;Sierra Leone;8.460555;-11.779889;1/31/20;0;0
;Egypt;26;30;3/18/20;196;6
;Djibouti;11.8251;42.5903;2/10/20;0;0
Yukon;Canada;64.2823;-135;2/18/20;0;0
;Netherlands;52.1326;5.2913;1/24/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;2/24/20;0;0
;Morocco;31.7917;-7.0926;3/26/20;275;11
;Ukraine;48.3794;31.1656;1/22/20;0;0
;Greece;39.0742;21.8243;1/22/20;0;0
;Somalia;5.1521;46.1996;3/19/20;1;0
;Bulgaria;42.7339;25.4858;2/17/20;0;0
;Tunisia;34;9;4/6/20;596;22
;Congo (Kinshasa);-4.0383;21.7587;3/19/20;14;0
;Slovakia;48.669;19.699;2/18/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;2/22/20;0;0
;Nicaragua;12.8654;-85.2072;2/11/20;0;0
;Zimbabwe;-20;30;2/28/20;0;0
;Nigeria;9.082;8.6753;3/16/20;2;0
;Burundi;-3.3731;29.9189;2/8/20;0;0
;Kenya;-0.0236;37.9062;4/2/20;110;3
;Argentina;-38.4161;-63.6167;2/10/20;0;0
;Japan;36;138;2/19/20;84;1
;Rwanda;-1.9403;29.8739;4/4/20;102;0
;Guyana;5;-58.75;1/31/20;0;0
;Venezuela;6.4238;-66.5897;3/13/20;0;0
;Belarus;53.7098;27.9534;2/27/20;0;0
;Tunisia;34;9;1/23/20;0;0
;Trinidad and Tobago;10.6918;-61.2225;4/2/20;94;5
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/1/20;0;0
;Panama;8.538;-80.7821;1/22/20;0;0
;Malta;35.9375;14.3754;3/22/20;90;0
;Saudi Arabia;24;45;1/31/20;0;0
;Jordan;31.24;36.51;3/27/20;235;1
;Malawi;-13.254308;34.301525;2/4/20;0;0
;Botswana;-22.3285;24.6849;3/30/20;3;0
;Singapore;1.2833;103.8333;2/25/20;91;0
;Burkina Faso;12.2383;-1.5616;3/6/20;0;0
;Nigeria;9.082;8.6753;3/28/20;89;1
;Turkey;38.9637;35.2433;4/6/20;30217;649
;San Marino;43.9424;12.4578;2/18/20;0;0
;Japan;36;138;2/20/20;94;1
;Namibia;-22.9576;18.4904;2/11/20;0;0
;Czechia;49.8175;15.473;3/30/20;3001;23
;Mali;17.570692;-3.996166;3/3/20;0;0
;Saudi Arabia;24;45;2/3/20;0;0
;Finland;64;26;3/1/20;6;0
;Namibia;-22.9576;18.4904;2/23/20;0;0
;Malta;35.9375;14.3754;3/10/20;5;0
;Cameroon;3.848;11.5021;2/29/20;0;0
;Zimbabwe;-20;30;2/16/20;0;0
;Papua New Guinea;-6.315;143.9555;3/24/20;1;0
;Liechtenstein;47.14;9.55;2/21/20;0;0
;Libya;26.3351;17.228331;2/5/20;0;0
;Costa Rica;9.7489;-83.7534;3/3/20;0;0
;Serbia;44.0165;21.0059;2/2/20;0;0
;Singapore;1.2833;103.8333;2/13/20;58;0
;Senegal;14.4974;-14.4524;3/22/20;67;0
;Burundi;-3.3731;29.9189;3/11/20;0;0
;Italy;43;12;2/5/20;2;0
;Singapore;1.2833;103.8333;4/6/20;1375;6
;Brunei;4.5353;114.7277;1/25/20;0;0
;Georgia;42.3154;43.3569;1/24/20;0;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2/6/20;0;0
Western Australia;Australia;-31.9505;115.8605;2/1/20;0;0
;Gabon;-0.8037;11.6094;2/25/20;0;0
;Portugal;39.3999;-8.2245;2/8/20;0;0
;Ecuador;-1.8312;-78.1834;4/5/20;3646;180
;Mexico;23.6345;-102.5528;1/27/20;0;0
;Botswana;-22.3285;24.6849;3/17/20;0;0
;Papua New Guinea;-6.315;143.9555;3/12/20;0;0
;Taiwan*;23.7;121;4/1/20;329;5
;Mozambique;-18.665695;35.529562;2/8/20;0;0
;Singapore;1.2833;103.8333;2/2/20;18;0
;Venezuela;6.4238;-66.5897;2/18/20;0;0
;Libya;26.3351;17.228331;3/16/20;0;0
;Montenegro;42.5;19.3;1/31/20;0;0
;Senegal;14.4974;-14.4524;4/1/20;190;1
;Czechia;49.8175;15.473;2/15/20;0;0
;Spain;40;-4;2/8/20;1;0
;Mauritius;-20.2;57.5;3/19/20;3;0
;Sudan;12.8628;30.2176;3/1/20;0;0
;Czechia;49.8175;15.473;2/27/20;0;0
;Diamond Princess;0;0;1/22/20;0;0
;Burma;21.9162;95.956;2/9/20;0;0
;Western Sahara;24.2155;-12.8858;2/21/20;0;0
;Cuba;22;-80;2/4/20;0;0
;Namibia;-22.9576;18.4904;3/17/20;2;0
;Indonesia;-0.7893;113.9213;3/15/20;117;5
;Gambia;13.4432;-15.3101;3/3/20;0;0
;Grenada;12.1165;-61.679;3/6/20;0;0
;Timor-Leste;-8.874217;125.727539;2/10/20;0;0
;Benin;9.3077;2.3158;3/6/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;4/5/20;1;0
;Venezuela;6.4238;-66.5897;1/28/20;0;0
;Netherlands;52.1326;5.2913;2/20/20;0;0
;Mexico;23.6345;-102.5528;4/6/20;2143;94
;Libya;26.3351;17.228331;3/28/20;3;0
;Kenya;-0.0236;37.9062;2/9/20;0;0
;Jamaica;18.1096;-77.2975;2/9/20;0;0
;Mauritius;-20.2;57.5;3/20/20;12;0
;Namibia;-22.9576;18.4904;3/29/20;11;0
;Chile;-35.6751;-71.543;2/20/20;0;0
;Guyana;5;-58.75;3/19/20;7;1
;Vietnam;16;108;2/7/20;10;0
;Uruguay;-32.5228;-55.7658;2/3/20;0;0
;Botswana;-22.3285;24.6849;3/29/20;0;0
;Burundi;-3.3731;29.9189;3/23/20;0;0
;Senegal;14.4974;-14.4524;3/10/20;4;0
;Seychelles;-4.6796;55.492;4/2/20;10;0
;Nepal;28.1667;84.25;2/6/20;1;0
;Argentina;-38.4161;-63.6167;2/22/20;0;0
;Argentina;-38.4161;-63.6167;1/27/20;0;0
;Gabon;-0.8037;11.6094;3/6/20;0;0
;Belarus;53.7098;27.9534;2/15/20;0;0
;MS Zaandam;0;0;3/2/20;0;0
;Indonesia;-0.7893;113.9213;3/27/20;1046;87
;Kyrgyzstan;41.2044;74.7661;4/4/20;144;1
;Malaysia;2.5;112.5;2/7/20;12;0
Yukon;Canada;64.2823;-135;2/4/20;0;0
;Morocco;31.7917;-7.0926;3/2/20;1;0
;Guyana;5;-58.75;3/20/20;7;1
;Congo (Brazzaville);-4.0383;21.7587;3/21/20;3;0
;Chile;-35.6751;-71.543;2/19/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;1/25/20;0;0
;Romania;45.9432;24.9668;1/26/20;0;0
;Tanzania;-6.369;34.8888;2/6/20;0;0
;Sao Tome and Principe;0.18636;6.613081;3/8/20;0;0
;Andorra;42.5063;1.5218;3/15/20;1;0
;Iran;32;53;2/2/20;0;0
;Norway;60.472;8.4689;1/24/20;0;0
;Botswana;-22.3285;24.6849;2/3/20;0;0
;Croatia;45.1;15.2;3/24/20;382;1
;Laos;19.85627;102.495496;3/6/20;0;0
;Syria;34.802075;38.996815;4/3/20;16;2
;Portugal;39.3999;-8.2245;3/22/20;1600;14
;Antigua and Barbuda;17.0608;-61.7964;2/7/20;0;0
;Madagascar;-18.7669;46.8691;3/31/20;57;0
;Israel;31;35;1/28/20;0;0
;Botswana;-22.3285;24.6849;2/11/20;0;0
;Ethiopia;9.145;40.4897;2/3/20;0;0
;Montenegro;42.5;19.3;3/5/20;0;0
;Thailand;15;101;4/1/20;1771;12
;Austria;47.5162;14.5501;3/16/20;1018;3
;Germany;51;9;2/25/20;17;0
;Spain;40;-4;4/1/20;104118;9387
;Burkina Faso;12.2383;-1.5616;2/13/20;0;0
;Kenya;-0.0236;37.9062;3/15/20;3;0
;Mauritania;21.0079;10.9408;4/1/20;6;1
;Cameroon;3.848;11.5021;1/23/20;0;0
;US;37.0902;-95.7129;3/6/20;262;14
;Botswana;-22.3285;24.6849;2/23/20;0;0
;Saudi Arabia;24;45;4/7/20;2795;41
;Kosovo;42.602636;20.902977;2/6/20;0;0
;Switzerland;46.8182;8.2275;3/22/20;7474;98
;Holy See;41.9029;12.4534;2/4/20;0;0
;Maldives;3.2028;73.2207;3/3/20;0;0
;Nicaragua;12.8654;-85.2072;3/4/20;0;0
;Malaysia;2.5;112.5;2/15/20;22;0
;Albania;41.1533;20.1683;2/21/20;0;0
;Ethiopia;9.145;40.4897;2/24/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;1/27/20;0;0
;Denmark;56.2639;9.5018;4/5/20;4369;0
;Estonia;58.5953;25.0136;4/1/20;779;5
;Kenya;-0.0236;37.9062;2/28/20;0;0
;Austria;47.5162;14.5501;3/28/20;8271;68
;Andorra;42.5063;1.5218;3/27/20;267;3
;Mauritius;-20.2;57.5;3/2/20;0;0
;New Zealand;-40.9006;174.886;3/7/20;5;0
;Gambia;13.4432;-15.3101;1/31/20;0;0
;Portugal;39.3999;-8.2245;3/10/20;41;0
;Cuba;22;-80;4/8/20;457;12
;Armenia;40.0691;45.0382;3/6/20;1;0
;Slovenia;46.1512;14.9955;2/17/20;0;0
;Latvia;56.8796;24.6032;4/8/20;577;2
;Timor-Leste;-8.874217;125.727539;3/4/20;0;0
;Malawi;-13.254308;34.301525;4/8/20;8;1
;Malaysia;2.5;112.5;2/27/20;23;0
;Germany;51;9;2/13/20;16;0
;Netherlands;52.1326;5.2913;2/19/20;0;0
;Burkina Faso;12.2383;-1.5616;2/25/20;0;0
;Saudi Arabia;24;45;3/27/20;1104;3
;Turkey;38.9637;35.2433;2/2/20;0;0
;Western Sahara;24.2155;-12.8858;3/11/20;0;0
;Haiti;18.9712;-72.2852;4/8/20;27;1
;Paraguay;-23.4425;-58.4438;3/17/20;9;0
;Liechtenstein;47.14;9.55;2/2/20;0;0
;Sri Lanka;7;81;1/24/20;0;0
;Saint Lucia;13.9094;-60.9789;4/8/20;14;0
;Thailand;15;101;2/4/20;25;0
;Trinidad and Tobago;10.6918;-61.2225;2/9/20;0;0
;Poland;51.9194;19.1451;3/23/20;749;8
;Gabon;-0.8037;11.6094;2/13/20;0;0
;Eritrea;15.1794;39.7823;3/6/20;0;0
;Hungary;47.1625;19.5033;3/5/20;2;0
;Netherlands;52.1326;5.2913;3/18/20;2051;0
;West Bank and Gaza;31.9522;35.2332;4/7/20;261;1
;Saudi Arabia;24;45;3/15/20;103;0
;Burkina Faso;12.2383;-1.5616;1/26/20;0;0
;United Arab Emirates;24;54;1/23/20;0;0
;Sri Lanka;7;81;2/11/20;1;0
;Serbia;44.0165;21.0059;2/22/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;3/8/20;3;0
;Oman;21;57;3/6/20;16;0
;Haiti;18.9712;-72.2852;3/14/20;0;0
;Paraguay;-23.4425;-58.4438;3/30/20;64;3
;Honduras;15.2;-86.2419;2/26/20;0;0
;Malaysia;2.5;112.5;3/17/20;673;2
;Belgium;50.8333;4;3/5/20;50;0
;Serbia;44.0165;21.0059;2/10/20;0;0
;Japan;36;138;2/9/20;26;0
;Kenya;-0.0236;37.9062;3/27/20;31;1
;Kosovo;42.602636;20.902977;1/28/20;0;0
;Western Sahara;24.2155;-12.8858;3/23/20;0;0
;Guatemala;15.7835;-90.2308;1/24/20;0;0
;Paraguay;-23.4425;-58.4438;3/29/20;59;3
;Bangladesh;23.685;90.3563;2/4/20;0;0
;Guyana;5;-58.75;2/17/20;0;0
;Monaco;43.7333;7.4167;3/3/20;1;0
;Switzerland;46.8182;8.2275;3/10/20;491;3
;Sri Lanka;7;81;2/23/20;1;0
;Nepal;28.1667;84.25;1/28/20;1;0
;Colombia;4.5709;-74.2973;3/4/20;0;0
;Kenya;-0.0236;37.9062;2/16/20;0;0
;Sri Lanka;7;81;2/4/20;1;0
;Croatia;45.1;15.2;3/12/20;19;0
;Nigeria;9.082;8.6753;2/6/20;0;0
;Dominican Republic;18.7357;-70.1627;3/9/20;5;0
;Mali;17.570692;-3.996166;2/27/20;0;0
;Angola;-11.2027;17.8739;2/8/20;0;0
;Sierra Leone;8.460555;-11.779889;2/9/20;0;0
;Guinea;9.9456;-9.6966;1/24/20;0;0
;Ethiopia;9.145;40.4897;3/9/20;0;0
;Kuwait;29.5;47.75;3/4/20;56;0
;Belarus;53.7098;27.9534;3/26/20;86;0
;Jordan;31.24;36.51;2/16/20;0;0
;Japan;36;138;3/18/20;889;29
;Sweden;63;16;3/3/20;21;0
;Eritrea;15.1794;39.7823;3/15/20;0;0
;Malawi;-13.254308;34.301525;3/15/20;0;0
;Belarus;53.7098;27.9534;3/14/20;27;0
;Thailand;15;101;3/16/20;147;1
;Tunisia;34;9;2/10/20;0;0
;Seychelles;-4.6796;55.492;2/17/20;0;0
;Liberia;6.4281;-9.4295;1/24/20;0;0
;Ecuador;-1.8312;-78.1834;2/17/20;0;0
;Germany;51;9;2/7/20;13;0
;Moldova;47.4116;28.3699;4/2/20;505;6
;Sudan;12.8628;30.2176;2/18/20;0;0
;Sierra Leone;8.460555;-11.779889;2/20/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/14/20;0;0
;Holy See;41.9029;12.4534;4/1/20;6;0
;Guyana;5;-58.75;2/29/20;0;0
;Honduras;15.2;-86.2419;2/14/20;0;0
;Georgia;42.3154;43.3569;2/23/20;0;0
;United Arab Emirates;24;54;3/19/20;140;0
;Papua New Guinea;-6.315;143.9555;3/2/20;0;0
;Eritrea;15.1794;39.7823;3/27/20;6;0
;Madagascar;-18.7669;46.8691;3/4/20;0;0
;Malawi;-13.254308;34.301525;3/27/20;0;0
;Malta;35.9375;14.3754;4/3/20;202;0
;Nicaragua;12.8654;-85.2072;2/10/20;0;0
;Mali;17.570692;-3.996166;2/15/20;0;0
;Brunei;4.5353;114.7277;2/24/20;0;0
;Bahrain;26.0275;50.55;2/6/20;0;0
;Andorra;42.5063;1.5218;1/31/20;0;0
;Jordan;31.24;36.51;2/9/20;0;0
;Paraguay;-23.4425;-58.4438;4/5/20;104;3
;Jordan;31.24;36.51;2/28/20;0;0
;Mozambique;-18.665695;35.529562;1/26/20;0;0
;Angola;-11.2027;17.8739;1/22/20;0;0
;Western Sahara;24.2155;-12.8858;1/22/20;0;0
;Seychelles;-4.6796;55.492;2/29/20;0;0
;Albania;41.1533;20.1683;4/8/20;400;22
;Tunisia;34;9;2/22/20;0;0
;Russia;60;90;2/9/20;2;0
;Monaco;43.7333;7.4167;1/22/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2/17/20;0;0
;Cambodia;11.55;104.9167;3/20/20;51;0
;Switzerland;46.8182;8.2275;4/8/20;23280;895
;Thailand;15;101;3/28/20;1245;6
;United Arab Emirates;24;54;3/20/20;140;2
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/26/20;0;0
;Suriname;3.9193;-56.0278;2/3/20;0;0
;Andorra;42.5063;1.5218;3/9/20;1;0
;Venezuela;6.4238;-66.5897;4/3/20;153;7
;Laos;19.85627;102.495496;2/25/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2/29/20;0;0
;Nicaragua;12.8654;-85.2072;3/24/20;2;0
;Haiti;18.9712;-72.2852;3/26/20;8;0
;Bhutan;27.5142;90.4336;1/24/20;0;0
;Slovenia;46.1512;14.9955;3/3/20;0;0
;Ireland;53.1424;-7.6921;2/26/20;0;0
Yukon;Canada;64.2823;-135;4/8/20;7;26
;South Sudan;6.877;31.307;3/5/20;0;0
;San Marino;43.9424;12.4578;3/2/20;8;0
;Madagascar;-18.7669;46.8691;3/18/20;0;0
;Algeria;28.0339;1.6596;2/10/20;0;0
;Indonesia;-0.7893;113.9213;4/3/20;1986;181
;Congo (Brazzaville);-4.0383;21.7587;3/7/20;0;0
;Grenada;12.1165;-61.679;2/10/20;0;0
;Slovenia;46.1512;14.9955;2/29/20;0;0
;Sweden;63;16;2/14/20;1;0
;Afghanistan;33;65;2/1/20;0;0
;Guinea;9.9456;-9.6966;2/18/20;0;0
;Grenada;12.1165;-61.679;1/27/20;0;0
;Bahamas;25.0343;-77.3963;4/7/20;33;6
;Guatemala;15.7835;-90.2308;3/3/20;0;0
;Cabo Verde;16.5388;-23.0418;4/7/20;7;1
;Saint Lucia;13.9094;-60.9789;2/12/20;0;0
;Seychelles;-4.6796;55.492;3/20/20;7;0
;Portugal;39.3999;-8.2245;1/25/20;0;0
;Portugal;39.3999;-8.2245;2/19/20;0;0
;Saint Lucia;13.9094;-60.9789;1/30/20;0;0
;Seychelles;-4.6796;55.492;3/19/20;6;0
;Croatia;45.1;15.2;3/7/20;12;0
;Netherlands;52.1326;5.2913;3/31/20;12595;0
;Saint Kitts and Nevis;17.357822;-62.782998;2/5/20;0;0
;Costa Rica;9.7489;-83.7534;2/8/20;0;0
;Dominica;15.415;-61.371;4/4/20;14;0
;Romania;45.9432;24.9668;2/13/20;0;0
;Bhutan;27.5142;90.4336;3/3/20;0;0
;Ireland;53.1424;-7.6921;2/14/20;0;0
;Montenegro;42.5;19.3;3/31/20;109;2
;Mauritania;21.0079;10.9408;2/16/20;0;0
;Chad;15.4542;18.7322;3/5/20;0;0
;Portugal;39.3999;-8.2245;2/20/20;0;0
;Croatia;45.1;15.2;1/27/20;0;0
;Ghana;7.9465;-1.0232;1/24/20;0;0
;Norway;60.472;8.4689;3/9/20;205;0
;Estonia;58.5953;25.0136;3/15/20;171;0
;Saint Lucia;13.9094;-60.9789;2/24/20;0;0
;Somalia;5.1521;46.1996;1/23/20;0;0
;Eritrea;15.1794;39.7823;2/21/20;0;0
;Grenada;12.1165;-61.679;2/22/20;0;0
;Sweden;63;16;2/26/20;2;0
;Brazil;-14.235;-51.9253;4/8/20;16170;819
;Estonia;58.5953;25.0136;3/27/20;575;1
;Bulgaria;42.7339;25.4858;2/28/20;0;0
;Netherlands;52.1326;5.2913;1/25/20;0;0
;Congo (Brazzaville);-4.0383;21.7587;2/10/20;0;0
;Philippines;13;122;1/23/20;0;0
;Russia;60;90;2/15/20;2;0
Yukon;Canada;64.2823;-135;3/30/20;4;3
;Argentina;-38.4161;-63.6167;4/1/20;1054;28
;Pakistan;30.3753;69.3451;2/28/20;2;0
;Togo;8.6195;0.8248;3/7/20;1;0
;Greece;39.0742;21.8243;3/23/20;695;17
;Honduras;15.2;-86.2419;3/10/20;0;0
;Ethiopia;9.145;40.4897;3/18/20;6;0
;Zambia;-15.4167;28.2833;1/25/20;0;0
;Mongolia;46.8625;103.8467;1/27/20;0;0
;Nepal;28.1667;84.25;3/10/20;1;0
;Norway;60.472;8.4689;4/5/20;5687;71
;Uzbekistan;41.3775;64.5853;3/19/20;23;0
;Georgia;42.3154;43.3569;3/30/20;103;0
;Honduras;15.2;-86.2419;3/22/20;26;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/13/20;0;0
;Barbados;13.1939;-59.5432;2/25/20;0;0
;Cote d'Ivoire;7.54;-5.5471;4/6/20;323;3
;Serbia;44.0165;21.0059;3/17/20;65;0
;Sierra Leone;8.460555;-11.779889;1/30/20;0;0
;Moldova;47.4116;28.3699;2/5/20;0;0
;Russia;60;90;2/27/20;2;0
;Taiwan*;23.7;121;2/18/20;22;1
;Argentina;-38.4161;-63.6167;3/12/20;19;1
;Netherlands;52.1326;5.2913;2/5/20;0;0
;Oman;21;57;2/16/20;0;0
;Sweden;63;16;1/31/20;1;0
;Georgia;42.3154;43.3569;3/29/20;91;0
;Algeria;28.0339;1.6596;2/22/20;0;0
;Greece;39.0742;21.8243;3/11/20;99;1
;Pakistan;30.3753;69.3451;2/16/20;0;0
;Syria;34.802075;38.996815;1/27/20;0;0
;Bulgaria;42.7339;25.4858;2/16/20;0;0
;Laos;19.85627;102.495496;2/13/20;0;0
;Timor-Leste;-8.874217;125.727539;3/21/20;0;0
;Montenegro;42.5;19.3;3/18/20;2;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/25/20;1;0
;Iraq;33;44;2/17/20;0;0
;Guatemala;15.7835;-90.2308;2/19/20;0;0
;Mauritania;21.0079;10.9408;2/28/20;0;0
;Maldives;3.2028;73.2207;2/20/20;0;0
;Sierra Leone;8.460555;-11.779889;1/29/20;0;0
;Panama;8.538;-80.7821;2/1/20;0;0
;Russia;60;90;4/2/20;3548;30
;Kyrgyzstan;41.2044;74.7661;3/9/20;0;0
;Uzbekistan;41.3775;64.5853;3/20/20;33;0
;Nicaragua;12.8654;-85.2072;3/12/20;0;0
;Eswatini;-26.5225;31.4659;1/27/20;0;0
;Albania;41.1533;20.1683;3/1/20;0;0
;Fiji;-17.7134;178.065;3/17/20;0;0
;Algeria;28.0339;1.6596;3/1/20;1;0
;Greece;39.0742;21.8243;2/4/20;0;0
;Mongolia;46.8625;103.8467;3/1/20;0;0
;Brunei;4.5353;114.7277;2/12/20;0;0
;Cabo Verde;16.5388;-23.0418;1/25/20;0;0
Zhejiang;China;29.1832;120.0934;2/12/20;1131;4
;Georgia;42.3154;43.3569;3/17/20;34;0
;Italy;43;12;1/27/20;0;0
;Chad;15.4542;18.7322;4/1/20;7;0
;Cameroon;3.848;11.5021;2/17/20;0;0
;Qatar;25.3548;51.1839;1/27/20;0;0
Yukon;Canada;64.2823;-135;3/17/20;0;0
;Chile;-35.6751;-71.543;2/2/20;0;0
;Ethiopia;9.145;40.4897;3/31/20;26;0
;Bahrain;26.0275;50.55;2/26/20;33;0
;Benin;9.3077;2.3158;2/23/20;0;0
Zhejiang;China;29.1832;120.0934;2/24/20;1205;6
;Germany;51;9;1/31/20;5;0
;Maldives;3.2028;73.2207;2/19/20;0;0
;Mauritania;21.0079;10.9408;2/8/20;0;0
;South Sudan;6.877;31.307;3/27/20;0;0
;Albania;41.1533;20.1683;3/15/20;42;1
;Philippines;13;122;3/7/20;6;1
;Cote d'Ivoire;7.54;-5.5471;1/27/20;0;0
;Argentina;-38.4161;-63.6167;3/24/20;387;6
;Fiji;-17.7134;178.065;3/29/20;5;0
;South Africa;-30.5595;22.9375;3/2/20;0;0
;South Sudan;6.877;31.307;3/15/20;0;0
